LOCATION,BOS,ADDR_NUM,ST_NAME,ST_TYPE,ADDRESS,EAS_ADDRESS,CNN,PARCEL,ZIP,LAT_EAS,LONG_EAS,COORDINATES,BIKE_PARKING,PLACEMENT,RACKS,SPACES,MO_INST,YR_INSTALLED,INSTALLED_BY,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION
Starbucks,,,,,701 BATTERY ST,,,,,,,"(37.797721, -122.401153)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sharethrough Inc,,,,,650 MISSION ST,,,,,,,"(37.787264, -122.401133)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hair Designers of Jackson Square,,,,,326 JACKSON ST,,,,,,,"(37.796892, -122.401069)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,115 SANSOME ST,,,,,,,"(37.791427, -122.401038)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,36 02ND ST,,,,,,,"(37.788587, -122.400958)",RACK,SIDEWALK,2,4,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,39 NEW MONTGOMERY ST,,,,,,,"(37.788227, -122.400955)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bar Jules,,,,,61 NEW MONTGOMERY ST,,,,,,,"(37.788227, -122.400955)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,90 NEW MONTGOMERY ST,,,,,,,"(37.787422, -122.400932)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Subway,,,,,795 FOLSOM ST,,,,,,,"(37.782057, -122.400865)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,480 05TH ST,,,,,,,"(37.777924, -122.400857)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,480 05TH ST,,,,,,,"(37.777924, -122.400857)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
GLBT Historical Society,,,,,657 MISSION ST,,,,,,,"(37.78671, -122.40084)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Moscone Center,,,,,204 03RD ST,,,,,,,"(37.78351336, -122.40081339)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Moscone Center,,,,,204 03RD ST,,,,,,,"(37.78351336, -122.40081339)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Moscone Center,,,,,747 HOWARD ST,,,,,,,"(37.783513, -122.400813)",RACK,SIDEWALK,3,6,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Zeum Museum,,,,,701 HOWARD ST,,,,,,,"(37.783513, -122.400813)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,15 SUTTER ST,,,,,,,"(37.790057, -122.400783)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SF MOMA,,,,,151 03RD ST,,,,,,,"(37.785923, -122.40075)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Country Bank/Commonwealth Club,,,,,595 MARKET ST,,,,,,,"(37.789318, -122.400655)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Country Bank?,,,,,595 MARKET ST,,,,,,,"(37.789318, -122.400655)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Academy of Art University,,,,,79 NEW MONTGOMERY ST,,,,,,,"(37.78789, -122.400535)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Academy of Art University,,,,,79 NEW MONTGOMERY ST,,,,,,,"(37.78789, -122.400535)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Academy of Art University,,,,,79 NEW MONTGOMERY ST,,,,,,,"(37.78789, -122.400535)",RACK,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,100 SANSOME ST,,,,,,,"(37.7915, -122.40045)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,114 SANSOME ST,,,,,,,"(37.7915, -122.40045)",RACK,SIDEWALK,2,4,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,123 BATTERY ST,,,,,,,"(37.792602, -122.400439)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,126 NEW MONTGOMERY ST,,,,,,,"(37.787042, -122.400427)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,118 NEW MONTGOMERY ST,,,,,,,"(37.787042, -122.400427)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Embarcadero West building,,,,,275 BATTERY ST,,,,,,,"(37.793863, -122.400374)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Bush Plaza,,,,,1 BUSH PLZ,,,,,,,"(37.790548, -122.400334)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Bush Plaza,,,,,1 BUSH PLZ,,,,,,,"(37.790548, -122.400334)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Urban Fauna Studio (CLOSED),,,,,1315 16TH AVE,,,,,,,"(37.76584514, -122.40023936)",RACK,SIDEWALK,2,4,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
multiple,,,,,1 BUSH ST,,,,,,,"(37.790922, -122.4001)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hair Salon,,,,,670 HOWARD ST,,,,,,,"(37.785742, -122.40005)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,221 PINE ST,,,,,,,"(37.792065, -122.400015)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SF Sport and Spine Physical Therapy,,,,,77 BATTERY ST,,,,,,,"(37.791941, -122.399989)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Noah's Bagels,,,,,100 BUSH ST,,,,,,,"(37.791569, -122.399964)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,117 NEW MONTGOMERY ST,,,,,,,"(37.787247, -122.399959)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
LiveNation Punch Line Comedy Club,,,,,444 BATTERY ST,,,,,,,"(37.795514, -122.399944)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Thee Parkside,,,,,1600 17TH ST,,,,,,,"(37.765168, -122.399885)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,85 02ND ST,,,,,,,"(37.788457, -122.399884)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,85 02ND ST,,,,,,,"(37.788457, -122.399884)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Whole Foods,,,,,399 04TH ST,,,,,,,"(37.78133158, -122.39966893)",RACK,SIDEWALK,2,4,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,71 STEVENSON ST,,,,,,,"(37.789373, -122.399666)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
1 Embarcadero Center,,,,,1 EMBARCADERO CENTER,,,,,,,"(37.79464385, -122.3996443)",RACK,GARAGE,7,14,,unknown,private (publicly accessible),COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Michael Mina Restaurant,,,,,244 CALIFORNIA ST FLOOR 4,,,,,,,"(37.79352, -122.399604)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Patelco Credit Union,,,,,124 02ND ST,,,,,,,"(37.787514, -122.399566)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Kaplan Building,,,,,149 NEW MONTGOMERY ST,,,,,,,"(37.786964, -122.39956)",RACK,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Art Academy University,,,,,180 NEW MONTGOMERY ST,,,,,,,"(37.786251, -122.399521)",METER_RING,SIDEWALK,4,8,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Art Academy University,,,,,180 NEW MONTGOMERY ST,,,,,,,"(37.786251, -122.399521)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Art Academy University,,,,,180 NEW MONTGOMERY ST,,,,,,,"(37.786251, -122.399521)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Live Oak School,,,,,1555 MARIPOSA ST,,,,,,,"(37.763454, -122.399458)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Live Oak School,,,,,1555 MARIPOSA ST,,,,,,,"(37.763454, -122.399458)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,120 BATTERY ST,,,,,,,"(37.792525, -122.399416)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SF Soup Company,,,,,142 02ND ST,,,,,,,"(37.787297, -122.399367)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Moscone Garage,,,,,255 03RD ST,,,,,,,"(37.784712, -122.399367)",RACK,GARAGE,12,24,,unknown,city-owned garage,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Yank Sing restaurant,,,,,49 STEVENSON ST,,,,,,,"(37.789736, -122.399352)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chipotle,,,,,525 MARKET ST,,,,,,,"(37.790407, -122.399276)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Foodco,,,,,345 WILLIAMS AVE,,,,,,,"(37.729805, -122.399247)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,144 02ND ST,,,,,,,"(37.787209, -122.399211)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Epicenter Cafe,,,,,764 HARRISON ST,,,,,,,"(37.78165, -122.399117)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,420 BERRY ST,,,,,,,"(37.772009, -122.399084)",RACK,SIDEWALK,3,6,,2007,The SF Redevelopment Agency,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chai-Am Thai Restaurant,,,,,701 FOLSOM ST,,,,,,,"(37.78318025, -122.3990823)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Fenix International,,,,,1500 17TH ST,,,,,,,"(37.765356, -122.399048)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
multiple,,,,,760 HARRISON ST,,,,,,,"(37.781765, -122.398972)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Office Building,,,,,1 FRONT ST,,,,,,,"(37.791757, -122.398898)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Hawthorne,,,,,1 HAWTHORNE ST,,,,,,,"(37.785769, -122.398876)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,186 02ND ST,,,,,,,"(37.786776, -122.398644)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,186 02ND ST,,,,,,,"(37.786776, -122.398644)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Howard-Hawthrone Center,,,,,631 HOWARD ST,,,,,,,"(37.786043, -122.398556)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Health Haven,,,,,621 HOWARD ST,,,,,,,"(37.786043, -122.398556)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Golden Gateway Garage,,,,,250 CLAY ST,,,,,,,"(37.795701, -122.39849)",RACK,GARAGE,25,50,,unknown,city-owned garage,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Golden Gateway Garage,,,,,250 CLAY ST,,,,,,,"(37.795701, -122.39849)",LOCKER,GARAGE,8,16,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Banana Republic,,,,,2 SACRAMENTO ST,,,,,,,"(37.794799, -122.398473)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
J.B.'s Place,,,,,1435 17TH ST,,,,,,,"(37.76487114, -122.39837483)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,181 02ND ST,,,,,,,"(37.787175, -122.398362)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,181 02ND ST,,,,,,,"(37.787175, -122.398362)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sprint,,,,,388 MARKET ST,,,,,,,"(37.792217, -122.398167)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SFPD Bayview Station,,,,,201 WILLIAMS AVE,,,,,,,"(37.729658, -122.398163)",RACK,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,500 04TH ST,,,,,,,"(37.779293, -122.398131)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,500 04TH ST,,,,,,,"(37.779293, -122.398131)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mission Bay Parks Maintenance Facility,,,,,451 BERRY ST,,,,,,,"(37.771499, -122.398)",RACK,SIDEWALK,3,6,,2007,The SF Redevelopment Agency,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Office Building,,,,,568 HOWARD ST,,,,,,,"(37.787445, -122.397847)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,655 FOLSOM ST,,,,,,,"(37.784374, -122.397774)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Natural Path Media,,,,,548 04TH ST,,,,,,,"(37.778773, -122.397711)",RACK,SIDEWALK,2,4,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
GitHub,,,,,589 HOWARD ST,,,,,,,"(37.786906, -122.397672)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Goat Hill Pizzeria. Needs bike rack,,,,,300 CONNECTICUT ST,,,,,,,"(37.762402, -122.397653)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Goat Hi,,,,,300 CONNECTICUT ST,,,,,,,"(37.762402, -122.397653)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Rackspace / SF Wine Exchange / Meez / ICFI,,,,,620 FOLSOM ST,,,,,,,"(37.785271, -122.397582)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Buchalter,,,,,333 MARKET ST,,,,,,,"(37.791778, -122.397517)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Buchalter,,,,,333 MARKET ST,,,,,,,"(37.791778, -122.397517)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Kate O'Brien Irish Pub and Grill,,,,,579 HOWARD ST,,,,,,,"(37.787055, -122.397482)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Dave's Food Store,,,,,1601 20TH ST,,,,,,,"(37.75976449, -122.39741163)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SoMa Wines,,,,,246 02ND ST,,,,,,,"(37.785746, -122.397398)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Rayko Photo Center,,,,,428 03RD ST,,,,,,,"(37.781969, -122.397291)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Rayko Photo Center,,,,,428 03RD ST,,,,,,,"(37.781969, -122.397291)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Big Think Studios,,,,,1426 18TH ST,,,,,,,"(37.76266262, -122.39719562)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chez Maman,,,,,1453 18TH ST,,,,,,,"(37.762346, -122.397163)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chrome Industries,,,,,580 04TH ST,,,,,,,"(37.778455, -122.397079)",RACK,SIDEWALK,2,4,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
CoCo 500,,,,,500 BRANNAN ST,,,,,,,"(37.778279, -122.396858)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Taco Bell,,,,,7 DRUMM ST,,,,,,,"(37.793824, -122.396712)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Gymboree Corporation,,,,,501 BRANNAN ST,,,,,,,"(37.777699, -122.396648)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Fink Architecture,,,,,531 HOWARD ST,,,,,,,"(37.787771, -122.396573)",RACK,SIDEWALK,0,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Foundry Square,,,,,500 HOWARD ST,,,,,,,"(37.788423, -122.396569)",RACK,SIDEWALK,0,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Foundry Square,,,,,500 HOWARD ST,,,,,,,"(37.788423, -122.396569)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Park Terrace,,,,,325 BERRY ST,,,,,,,"(37.772772, -122.396529)",RACK,SIDEWALK,0,0,,2007,The SF Redevelopment Agency,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Blue Shield of California / UCSF / multiple,,,,,50 BEALE ST,,,,,,,"(37.791239, -122.396457)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bottom of the Hill bar,,,,,1233 17TH ST,,,,,,,"(37.764922, -122.396415)",RACK,SIDEWALK,0,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,335 BERRY ST,,,,,,,"(37.772951, -122.396308)",RACK,SIDEWALK,0,0,,2007,The SF Redevelopment Agency,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Intracorp San Francisco,,,,,310 BERRY ST,,,,,,,"(37.77393, -122.396241)",RACK,SIDEWALK,0,0,,2007,The SF Redevelopment Agency,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Oscar's Burgers & Deli,,,,,1850 CESAR CHAVEZ ST,,,,,,,"(37.750003, -122.395985)",RACK,SIDEWALK,0,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Farley's,,,,,1315 18TH ST,,,,,,,"(37.762452, -122.395966)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,600 HARRISON ST,,,,,,,"(37.784132, -122.395913)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Daniel Webster (SA) CDC,,,,,465 MISSOURI ST,,,,,,,"(37.760521, -122.395844)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,246 01ST ST,,,,,,,"(37.787733, -122.395663)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,670 04TH ST,,,,,,,"(37.777233, -122.395578)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
24 Hour Fitness/Tully's/Wells Fargo,,,,,303 02ND ST,,,,,,,"(37.785292, -122.395566)",RACK,SIDEWALK,0,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,303 02ND ST,,,,,,,"(37.785292, -122.395566)",RACK,SIDEWALK,0,0,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
mixed use development,,,,,5800 03RD ST,,,,,,,"(37.725173, -122.39552)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Centered Body Pilates,,,,,670 TEXAS ST,,,,,,,"(37.757917, -122.395476)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bayview Webspot Computer Rental,,,,,475 BRANNAN ST,,,,,,,"(37.778612, -122.395284)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
